"","industry","Rsq","DWH","DWH-p-val","J","J-p-val","a","SE(a)","t(a)","b","SE(b)","t(b)","s","SE(s)","t(s)","h","SE(h)","t(h)","w","SE(w)","t(w)","psi.b","SE(psi.b)","t(psi.b)","psi.s","SE(psi.s)","t(psi.s)","psi.h","SE(psi.h)","t(psi.h)","psi.w","SE(psi.w)","t(psi.w)"
"11","Hlth","0.435628782233656","135.423609542961","2.69257732299579e-28","1.24853106322596","0.940137609585207","-0.00311586574091927","0.00271908573147078","-1.14592405265349","1.20077250832709","0.103300241970096","11.6241016035054","-0.855192162282308","0.193976422863091","-4.40874282379104","0.592850727726274","0.133976410160139","4.42503816170066","0.212396705757057","0.098273051060742","2.16129145746961","-0.493732849393781","0.129176111341743","-3.82216838907299","1.48729027264003","0.223112296173884","6.66610625297363","-0.402176051128377","0.166709529649507","-2.41243588158348","-0.152600843692964","0.124194892866918","-1.22872076435932"
"12","MedEq","0.555495363830256","4.22404401207004","0.376533097064542","2.89346920556258","0.716405518607794","0.00205491664975048","0.00184913472948188","1.11128552018827","0.866012381498192","0.0702501075195831","12.3275595166424","0.0972435615993966","0.131915127230206","0.737167629226451","0.0866419392804746","0.091111666723512","0.950942315031935","0.102382548008525","0.0668313284812357","1.53195440424727","-0.0800378978386673","0.0878471873603748","-0.911103704553778","0.0834389163925292","0.151729197301336","0.549919975038281","-0.282834226251673","0.11337207114972","-2.49474340005802","-0.108771594867113","0.0844596722223537","-1.28785243898122"
"13","Drugs","0.463753096656016","6.88242222209566","0.142233671623685","12.525590513845","0.0282542004315747","0.00288491534426071","0.00187708855010062","1.5369095635398","0.673534767439467","0.0713120955255082","9.44488817045833","-0.248888264713201","0.133909320376167","-1.85863287196175","0.0225794393407682","0.0924890240070327","0.244131015362983","0.113703764046839","0.0678416339707658","1.67601747469461","0.0740212641345953","0.0891751947133168","0.830065629489918","0.00301078287757982","0.154022924576241","0.0195476282888622","-0.276175656925717","0.115085944395172","-2.39973402813996","-0.195670405206853","0.0857364696829057","-2.28223072317458"
"14","Chems","0.692320413752854","12.5321641334958","0.0138030618479777","7.87535319121109","0.163240270597046","-0.000442693528515868","0.00177666909008497","-0.249170501691284","1.1089571728731","0.0674970799127008","16.429705911832","-0.233242299389274","0.126745512551269","-1.84024108384056","0.359728069414756","0.0875410966182781","4.10924792253113","-0.0510994856923986","0.0642122792183976","-0.79578993791203","-0.0572298451454718","0.0844045487576843","-0.678042190709082","0.337013365566558","0.145783090118166","2.31174524626545","0.00849789856310792","0.108929139277515","0.0780130883202714","-0.0920855989122299","0.0811497867644339","-1.13476082419712"
"15","Rubbr","0.650987231296561","24.7882619501301","5.54896328038278e-05","5.31908627953635","0.378191582905212","0.00458121503139893","0.00192563207055968","2.37907080040862","0.765415975239841","0.073156302698332","10.4627482118132","0.746023974016319","0.137372358831647","5.4306701898494","-0.0309698301730325","0.094880889233041","-0.326407461221893","-0.372396119461341","0.0695960912905654","-5.3508194577563","0.237663563395941","0.0914813607643401","2.59794521430625","-0.427688254236222","0.158006122380058","-2.70678279926069","0.293791095580993","0.118062190186026","2.48844354926906","0.449149554299566","0.087953706621417","5.10665862250536"
"16","Txtls","0.629923826461255","11.7006379128146","0.0197219363539346","9.01103448391133","0.108624838114829","-0.000157828360074019","0.00282593902126269","-0.0558498817159536","1.09885564072308","0.107359683922606","10.2352726887239","0.948594653861981","0.20159921264316","4.70534900124355","0.519090137729162","0.139241349038097","3.72798842667876","-0.756083748139289","0.102134936944733","-7.40279252875456","-0.0562052487546731","0.134252410444649","-0.418653553917722","-0.26752973021778","0.231880053131041","-1.15374188769309","0.0436646086640327","0.173260798510411","0.252016665278204","0.622325301985178","0.12907544250336","4.82140746462269"
"17","BldMt","0.740633053581548","32.0176675039515","1.89725792720102e-06","0.876006374891683","0.971934309395965","-0.000701835587531427","0.00181216053554278","-0.387292170735421","1.28569057222492","0.068845428315705","18.6750319328267","0.0595065831701896","0.129277431112153","0.460301404957261","0.451324211692845","0.0892898522381532","5.05459691532557","-0.23051574667455","0.0654950091416679","-3.51959255667767","-0.19885388966405","0.0860906474551525","-2.30981988801559","0.197609158553432","0.14869531086905","1.32895353188009","-0.0538463808549425","0.111105150909062","-0.48464342484909","0.318771866861536","0.0827708670471584","3.85125682783916"
"18","Cnstr","0.632608065423878","12.1094313304498","0.016555790100604","2.95595351894918","0.70677656817884","-0.00306593719549624","0.00237660477496863","-1.29004924495143","1.33252413074133","0.0902891164776736","14.7584136685049","0.0787827784719396","0.169544228588333","0.464673903251701","0.579743793890341","0.117101484677172","4.9507809016136","0.0479630207828689","0.0858951226504225","0.558390503475613","-0.205413211968269","0.112905804871627","-1.81933260386232","0.394072066835434","0.19501030890786","2.0207755633146","-0.239424371891758","0.145711721999838","-1.64313734410485","0.015813805023345","0.108551993046053","0.145679545622309"
"19","Steel","0.650594915600367","8.25032498050309","0.082827076488654","11.394833618657","0.0440898471359119","-0.00461281619396601","0.00283526461355336","-1.62694380338098","1.45705971145333","0.10771397063339","13.5271191182109","0.401524609051672","0.202264489582644","1.98514632934424","0.0362613247362606","0.139700845170661","0.259564104225447","-0.0835622579484305","0.102471982002469","-0.81546444516333","0.0087651249024511","0.134695443091294","0.0650736558066797","0.169675069997985","0.232645256774704","0.729329591113479","0.372640321960559","0.173832558748232","2.14367391611756","-0.0284758229805611","0.129501391167669","-0.219888162774195"
"20","FabPr","0.517644070613926","20.2914530929973","0.000437396526309956","8.45081484698083","0.133078326424259","-0.00234985309821161","0.00308975203257675","-0.760531289707383","1.16589189850859","0.117382151249836","9.93244616915482","0.414828548670165","0.220419326936417","1.88199716620053","0.209307479187821","0.152240100714189","1.374851160804","-0.24924403286179","0.111669652688077","-2.23197643103624","-0.256687365956766","0.146785424217802","-1.74872517025866","0.560325585886086","0.253527008220975","2.21012187150374","-0.0402956321710732","0.189435405483101","-0.212714365977736","0.108470175356769","0.141125165061879","0.768609732425884"
"21","Mach","0.755805648929864","0.502964966508418","0.973211697943635","4.32263990897409","0.50395821514494","0.000295107508573386","0.00182795632414191","0.161441225195529","1.20326171437852","0.0694455229598397","17.3266995926341","0.440540872603532","0.130404284353042","3.37826993023375","0.0723245993199009","0.0900681517333351","0.802998595264088","-0.161755155843786","0.0660658996882883","-2.44839102482487","-0.0082512671204675","0.0868410609206774","-0.0950157337207614","-0.00639501667004786","0.149991421037053","-0.0426358829447191","0.0161016066851024","0.112073604554096","0.143669927893953","0.0399659482797116","0.0834923434795166","0.478678003444909"
"22","ElcEq","0.732085329783727","7.0587917966264","0.132813774524235","13.9312233203036","0.0160522475466041","0.000690879925453334","0.00186125389209674","0.371190587370671","1.33413994563931","0.0707105242015948","18.8676291217371","-0.257170223273611","0.132779694237019","-1.93681891460413","0.0574875164906348","0.0917088093154106","0.626848357532592","-0.0581298507808291","0.067269338608198","-0.864135904760402","-0.0975766276118137","0.0884229346717544","-1.10352170479344","0.367620646300772","0.152723625011875","2.40709743677305","0.0678369421946291","0.11411510763286","0.594460659958183","0.141100122627683","0.0850132178811639","1.65974334514569"
"23","Autos","0.606620474262922","56.8828504488116","1.3091963849474e-11","14.2441988996991","0.0141304246011396","0.00256554543287056","0.00300523061206719","0.853693364685184","1.4011368691525","0.114171114874911","12.2722535440565","0.496088214724035","0.214389666813533","2.31395580811976","0.0201823269189069","0.148075510988149","0.136297533496421","-0.760289099027076","0.108614884029139","-6.99986107634298","-0.181153398474144","0.14277004938054","-1.26884734760648","-0.342992130356244","0.246591674043201","-1.39093151334929","0.421809537465071","0.184253323103214","2.28929134281494","0.8346614477354","0.137264628910462","6.08067390966285"
"24","Aero","0.584774693078686","12.6161826115016","0.0133117367116819","5.45348238106368","0.36307367308374","0.000428447350673408","0.00232899753598343","0.18396213136932","1.13808674633952","0.0884804793869853","12.862574369222","0.0763293517044476","0.166147983367429","0.459405827006932","0.797511636284759","0.114755752469081","6.94964408428795","-0.0848906054199787","0.0841745043655687","-1.00850733912611","-0.164295861524002","0.110644118918644","-1.48490369962463","-0.038574272196032","0.19110393689408","-0.201849699294327","-0.569611437781627","0.142792880446857","-3.98907449726542","-0.1888874924289","0.106377520988396","-1.77563352364176"
"25","Ships","0.500632548122778","6.01634266016461","0.197931113549919","4.73453689082148","0.449128771372517","0.00246265851590793","0.00291650324161227","0.844387374843632","1.08246169173049","0.110800291097168","9.76948418647395","0.0203418329923606","0.208059959099027","0.0977690906046886","0.578252525446524","0.143703683193639","4.02392278747189","-0.15383309841969","0.105408104152255","-1.45940484991066","0.036406515623465","0.138554861697309","0.262758846405546","0.262518616873085","0.239311224174869","1.09697578029711","0.0292941093262372","0.178813370245392","0.163825050028618","0.133581089273852","0.133211984986634","1.00277080389767"
"26","Guns","0.195400318049399","5.42187450689358","0.246682602262624","7.97509911872862","0.15761331393714","0.00528413498595529","0.00301332142235184","1.75359155075834","0.705214218430265","0.114478491229567","6.16023334039298","-0.165647306425016","0.214966855836636","-0.770571378458921","0.465917393176473","0.148474166206952","3.13803677150846","-0.0290333206972866","0.108907301661663","-0.266587457905101","-0.244375921920917","0.14315442100887","-1.70707911218316","0.162099141759904","0.247255558686345","0.655593518791357","0.000404105597693891","0.18474937777388","0.00218731777374908","0.0611161198736611","0.137634178610524","0.444047550475139"
"27","Gold","0.0194973036115608","5.19232744636314","0.268126584875696","7.62427744778038","0.17819429895831","-0.00236335618653358","0.00611682401653215","-0.386369818740257","0.732964360464665","0.232383037313973","3.15412161290566","0.0469693521837334","0.436367131891848","0.107637236517105","0.288714037498627","0.301391792774779","0.957935963818278","0.268639878591708","0.221073926411686","1.21515858044446","-0.608881582984514","0.290593095713097","-2.09530643352127","0.213831483512608","0.501910857691807","0.426034783339772","-0.320696978521398","0.375027842242144","-0.85512845287453","-0.290580587714796","0.279387403871259","-1.04006330882653"
"28","Mines","0.429348773623717","9.14950522228705","0.0574692837557259","2.08461969628582","0.837316764258355","-0.000668294556739135","0.00340650507393849","-0.196181876214402","1.30373123088683","0.129415852665986","10.0739685597226","-0.141352680939988","0.24301612158074","-0.581659685869956","0.505447895042914","0.167847345052895","3.01135472165872","0.0446769999711785","0.123117724165599","0.362880326727661","-0.242275140649656","0.161833469840346","-1.49706448788788","0.604852566502346","0.279517913016776","2.16391343214574","-0.108265092739604","0.208855812103345","-0.51837241994507","-0.112832432434622","0.155592936188725","-0.725177088359353"
"29","Coal","0.198471166297301","6.05988083595198","0.194720744414987","6.75254629435268","0.239703760905632","-0.00424340733381193","0.00633147403544722","-0.670208439623207","1.19796235031532","0.240537763233857","4.98035042069726","0.40196193548415","0.451680015319808","0.8899263236155","1.07680714616183","0.311968156234821","3.45165724334798","0.197167093858681","0.228831795913514","0.86162455296728","-0.0872784836179908","0.300790514066612","-0.290163683814386","0.329968347473576","0.519523784728133","0.635136171188484","-0.774666629455574","0.388188223056335","-1.9955953927617","0.0639215846636438","0.28919159496185","0.221035416579366"
"30","Oil","0.457025924854476","18.6829715172374","0.00090704163078325","11.9403404425178","0.0356144620825306","-0.00375141594673731","0.00265822357826805","-1.41124921823977","1.13907416396874","0.100988040085508","11.2792976574679","-0.160787780847382","0.189634587433127","-0.847882145466119","0.942768214072169","0.13097757393135","7.19793614872046","0.148714976730003","0.0960733743752544","1.5479312316973","-0.361027674432891","0.126284721714847","-2.85883889618965","0.369371257452324","0.218118303305626","1.69344457505138","-0.430139728143821","0.162978017687068","-2.63924996909539","-0.165017569466438","0.121414999423627","-1.35912012724785"
"31","Util","0.267500085918054","2.02682212903272","0.730825374327153","6.04852675855014","0.301525656708427","0.00166932865722076","0.00190391672207695","0.876786593585731","0.502788513540072","0.0723313192390875","6.95118682790963","-0.295335626318174","0.13582321105335","-2.17441204656963","0.443733725841777","0.0938109176608247","4.73008618726133","0.12374174753708","0.0688112563272739","1.79827769672669","-0.0359704666018015","0.0904497256669381","-0.397684640130973","0.128692331288873","0.156224287697127","0.823766478221171","-0.149950397538255","0.116730803135654","-1.28458293364089","-0.0710626603398669","0.0869618528717664","-0.817170494799089"
"32","Telcm","0.645300209481519","2.36895824441816","0.668244128699531","5.70029929146871","0.336481665366966","-0.000327995723849416","0.00166465105872672","-0.197035722369527","0.904127958368752","0.0632414252967419","14.2964513232647","-0.0940784804346666","0.11875427609721","-0.792211308312431","-0.0598702237120731","0.0820216775205702","-0.729931714662361","-0.157427912919849","0.0601637295209818","-2.61665814558498","0.0239731859414211","0.0790828873170243","0.303139993426369","-0.0807247754847776","0.136591544629198","-0.590993942589341","0.0530599127524514","0.102061215583952","0.519883213705273","0.154626300693229","0.0760333363183583","2.03366455005729"
"33","PerSv","0.544167393596006","38.7608912718975","7.8053625345033e-08","7.20855716182","0.205585969567223","-0.00367022860287193","0.00219341892063011","-1.67329121142876","0.997651480989167","0.0833297393386407","11.9723341139332","-0.426315876576327","0.156475962173473","-2.72448157950103","0.519522079719971","0.10807544225698","4.80703172589993","0.233549342160448","0.0792744293016777","2.94608670434799","-0.0619737725890389","0.104203160434055","-0.594739855594483","0.930262644474916","0.179979147471867","5.16872458583197","-0.334073840667223","0.134480436696193","-2.48418170608663","-0.167109733413458","0.100184935218125","-1.66801259141029"
"34","BusSv","0.860565179696757","14.8336568565734","0.00505895498246909","28.2018439792696","3.32365370727672e-05","-0.000799520152588574","0.00105990894120632","-0.754329095175488","1.09823461962482","0.0402667885111727","27.2739560374945","0.125707904181518","0.0756126747296781","1.66252423460662","0.0833092300395175","0.052224464052719","1.59521464797455","0.0192130998403431","0.0383071722577002","0.501553591872891","-0.130786442946115","0.0503532911142592","-2.59737625986236","0.161013853606057","0.086969938045999","1.85137367260047","-0.287030505835946","0.0649839462635246","-4.41694483545171","-0.0730848650672043","0.0484115950733946","-1.50965620852615"
"35","Hardw","0.660026019727322","14.0038058809914","0.00728291882563808","15.9547597605975","0.0069744308090256","0.00337441873949649","0.0025744013281027","1.31075862285365","1.05320113387726","0.0978035657512341","10.7685351325135","0.509390061944711","0.183654805311797","2.77362773644774","-0.777644944098291","0.126847434142552","-6.13055320633736","-0.166685536114261","0.0930438750934976","-1.79147242036902","0.341611153242174","0.122302562493108","2.79316431543634","-0.346081531117105","0.211240338963275","-1.63833069391767","0.222218110477139","0.157838802053852","1.40788011303661","-0.102377506954002","0.117586398045355","-0.87065773470256"
"36","Softw","0.776793938973404","13.835572383876","0.00783876057998453","5.31124377581015","0.379087659734319","0.00577682169555807","0.00186668499075276","3.09469552933433","1.0885115503961","0.0709168559839427","15.3491230722717","0.198805806144056","0.133167142516902","1.49290434852444","-0.627370634581663","0.0919764136401798","-6.82099475019753","-0.133136847696932","0.0674656290853103","-1.97340259776694","0.214786167007094","0.0886809508852848","2.42201019342852","-0.124226681565275","0.153169269250991","-0.811041811276849","-0.249642365236771","0.114448093052167","-2.18127151426612","0.127841283127064","0.0852612846147457","1.49940601651402"
"37","Chips","0.708551013217505","11.0144977561443","0.0264015618248792","16.1402295932794","0.00645490993810327","0.00526591412164746","0.00241182314708703","2.18337489960969","1.1221097160461","0.0916270906060786","12.2464841852313","0.679339847882648","0.172056666413857","3.94834947138053","-0.753438362886293","0.118836785264974","-6.34011060806067","-0.179501368652854","0.0871679831716665","-2.05925802251668","0.329961953578214","0.114578930623194","2.87977861011229","-0.530704355796746","0.197900122855209","-2.68167774804784","0.147394299445461","0.147870991265578","0.996776299286039","0.0708629215297408","0.110160600638512","0.643269200776012"
"38","LabEq","0.765190799441891","16.2089350726786","0.00275124345174591","7.20902582700881","0.205553154294301","0.00199016565879058","0.00169501094871889","1.17413144752533","1.07432891169918","0.0643948218028096","16.6834674221012","0.365148495459335","0.120920115442045","3.01974980857791","-0.454327768875346","0.0835175880859968","-5.43990528566906","0.0866362074200021","0.061260995041104","1.41421482563044","0.0526202663917512","0.080525200254995","0.65346334098048","0.0449723616105249","0.139082699905893","0.323349788585887","0.156659211668208","0.103922607051762","1.50746036990949","-0.204663449204396","0.0774200315745574","-2.64354644453096"
"39","Paper","0.621152598474861","9.50240034751978","0.0496979489740159","7.89064225774049","0.162366422427768","0.000217991613290808","0.00174176473348696","0.125155601729514","0.847907587002364","0.0661710354851004","12.8138781686934","-0.141658762458046","0.124255476228818","-1.14006051690776","0.331617320597167","0.085821268390052","3.86404590398255","-0.183556854741795","0.0629507678292945","-2.9158795209544","0.0308612694888646","0.0827463409998226","0.372962346322127","0.229531496356506","0.142919042450629","1.6060245886114","-0.0599029600858604","0.106789122578584","-0.560946270925477","0.0762302317527712","0.0795555219061747","0.958201642403588"
"40","Boxes","0.525696887745412","34.109580409818","7.07605451821244e-07","9.09807959214148","0.105215463427137","0.000565652074772833","0.00225666310609888","0.250658626555332","1.07954606164182","0.0857324365344336","12.5920375680473","-0.497483668720002","0.160987729022945","-3.09019620153222","0.153889727889986","0.111191647397016","1.38400438785221","-0.0619074911452867","0.0815601972699077","-0.759040478291339","-0.180479779903986","0.10720771371065","-1.68345890101803","0.675133242228179","0.185168595997254","3.64604612673193","-0.00828571605694635","0.138357993144868","-0.0598860670685705","-0.0436404402312253","0.103073628556419","-0.423390937550413"
"41","Trans","0.676200151702057","9.98563908214946","0.0406702858050854","1.42197080895767","0.921894900046071","0.00104920707154801","0.00170054291564287","0.616983589121225","0.949933658887905","0.0646049856513431","14.7037206077942","-0.113951432405451","0.121314759547191","-0.939303946451168","0.394402679401616","0.083790162452087","4.70702846085474","-0.108937386499113","0.0614609310937615","-1.7724656063691","0.0385433000976599","0.0807880084360836","0.477091846225593","0.251495877154484","0.139536620806026","1.80236468177122","-0.122031804766768","0.104261776792996","-1.17043665013549","0.000259331025299276","0.0776727054904682","0.00333876647738376"
"42","Whlsl","0.747253074421892","23.1965792087089","0.000115674708253414","7.07123034928266","0.2153964931186","-0.00172925137201229","0.0013516571430856","-1.27935651496999","1.02109590941655","0.051350536073692","19.8848149891016","0.0338029582362108","0.0964256531224817","0.350559805835835","0.289957085217616","0.0665996550612492","4.35373253736755","0.05176842368415","0.0488515201641761","1.05970957526339","-0.190594679029584","0.0642134271789379","-2.96814369521924","0.320480962126912","0.110909091737442","2.88958242382505","-0.120901117197331","0.0828712842567538","-1.45890242056286","-0.0791828698620016","0.0617372641603028","-1.28257821170048"
"43","Rtail","0.621914017502299","14.5309992499399","0.00577966564514394","6.81202344021285","0.234999933105494","0.00349089311297255","0.00170579434174129","2.04649120210413","0.897202225013908","0.0648044915295047","13.8447537175015","-0.357561582651002","0.121689390195173","-2.93831353807856","-0.00237371136123176","0.0840489138436828","-0.0282420230396608","-0.0533698622778771","0.0616507278549072","-0.86568097628111","0.0100292530778992","0.0810374889120171","0.123760659573102","0.421818055708809","0.139967522164319","3.01368524059178","-0.12042036800233","0.104583746330301","-1.15142526661851","0.0323256028710438","0.0779125656368924","0.414895884980809"
"44","Meals","0.564813600745251","56.5117349137541","1.56619438220745e-11","14.9607640163813","0.0105313093672267","0.0024416930990208","0.00181013325547296","1.34890240353207","0.950197734904948","0.0687684103242052","13.8173578598849","-0.328194187889798","0.129132807302931","-2.54152445644499","0.499750822975203","0.0891899628882146","5.60321819621744","-0.0639754541897227","0.0654217392938253","-0.977892897380686","-0.220264382228088","0.0859943370839902","-2.56138240838995","0.410313325178608","0.148528964105456","2.76251388171861","-0.479226141288491","0.11098085659094","-4.31809733686642","-0.00910786829830183","0.0826782705437938","-0.110160363036107"
