"","industry","Rsq","DWH","DWH-p-val","J","J-p-val","a","SE(a)","t(a)","b","SE(b)","t(b)","s","SE(s)","t(s)","h","SE(h)","t(h)","r","SE(r)","t(r)","c","SE(c)","t(c)","psi.b","SE(psi.b)","t(psi.b)","psi.s","SE(psi.s)","t(psi.s)","psi.h","SE(psi.h)","t(psi.h)","psi.r","SE(psi.r)","t(psi.r)","psi.c","SE(psi.c)","t(psi.c)"
"11","Hlth","0.476881231647599","43.9826330165713","2.33510262898938e-08","12.6084948277337","0.0496919353401184","-0.0100288150951663","0.00287221382687522","-3.49166729904541","1.27783746479157","0.114430246890561","11.1669554118298","0.275857377549359","0.171519646244969","1.60831358732732","-0.410434843877175","0.187434067518983","-2.18975583953332","1.46389236665295","0.227536487168294","6.43365987086812","0.87212080567779","0.354254206043496","2.46185024990419","-0.451248428934282","0.142538155783454","-3.16580796527089","0.441864074040213","0.202571890847212","2.18127042301977","0.483920115311294","0.231107244199728","2.09392014943971","-1.05929198317617","0.26751256313148","-3.95978405939591","-0.883244618483094","0.402053349997743","-2.19683437157793"
"12","MedEq","0.577170557486867","23.059095893609","0.000328896774019878","10.2900302838048","0.11295765218355","-0.00104270101283587","0.00197874196095473","-0.526951484029162","1.03284037144026","0.0788339395229153","13.1014684498932","0.192560739317144","0.118164294725323","1.62960173176473","-0.466219529741832","0.129128148761727","-3.61051818842475","0.287103548085912","0.156755736844971","1.83153455091632","0.996182312073826","0.244054831776081","4.08179713068667","-0.207932915146355","0.098198200721243","-2.11748192552548","-0.000723942654852003","0.139556984503972","-0.00518743406089717","0.311937754291494","0.159215723181769","1.95921450506098","-0.177565339177138","0.184296283514064","-0.963477590494047","-1.14555057836453","0.276984891145263","-4.13578723961428"
"13","Drugs","0.504724372328114","33.0643885935924","3.65424586779251e-06","5.59073825229309","0.470558299678321","-0.0010816453883511","0.00197925607129958","-0.546490878080718","0.872883837433581","0.0788544219024442","11.0695610515474","-0.0743414040960555","0.118194995790701","-0.628972517818762","-0.611450090480569","0.129161698420247","-4.73398923952767","0.419719436232693","0.156796464614189","2.67684247387496","1.08593349379303","0.244118241314163","4.44839143501576","-0.0476374529726202","0.0982237142605689","-0.48498932596101","-0.241458074132706","0.139593243748909","-1.72972607877086","0.255574914181456","0.15925709009669","1.60479457477396","-0.434343519345896","0.184344166779159","-2.35615548316336","-0.855002274373352","0.277056856465004","-3.08601738026776"
"14","Chems","0.712955369894838","33.2694010688814","3.32714411807028e-06","3.66388453110342","0.722053147228241","-0.00548936155950167","0.00188281679638916","-2.9155048807877","1.32101413889938","0.0750122392854378","17.6106479620297","-0.067055962883309","0.112435943257084","-0.596392585331772","-0.129652627777826","0.122868293174474","-1.05521631682242","0.51906185590234","0.14915655506677","3.47998018370686","0.837948975015271","0.232223577189533","3.60837166129504","-0.182736778318629","0.0934377626499331","-1.95570584243607","0.253635823470628","0.132791561336639","1.91002968048276","0.574981401594856","0.151497286544246","3.79532475274353","-0.213003844114204","0.175361995125911","-1.21465226237456","-0.915050284006304","0.263557257937108","-3.47192215903483"
"15","Rubbr","0.661595413807326","10.4997823833914","0.062251095057388","8.26639575022173","0.219228930814587","-0.00103603029836979","0.00208040034782178","-0.497995637933118","0.987874915745593","0.0828840538280709","11.9187572291622","0.689268166600812","0.124235016337384","5.54809897339228","-0.10446414371706","0.135762141248505","-0.769464467460369","0.430289136327569","0.164809103910643","2.61083354085139","0.233553309395495","0.2565932127247","0.910208445950112","0.148573469988219","0.103243159020784","1.43906357958603","-0.21184104802891","0.146726761160378","-1.44377921487246","0.269705932788304","0.167395472690249","1.61119012631465","0.150785252102803","0.193764553383164","0.778188009468526","-0.0365344415749512","0.291215062524854","-0.125455191974602"
"16","Txtls","0.600965100441198","3.52109620664823","0.620197935361086","4.87487539587124","0.559958721007441","-0.0101417088403864","0.00321957695019332","-3.15001287351663","1.45120346041323","0.128269344658992","11.3137200807511","0.84585805089141","0.19226308793186","4.39948229267592","0.473862130321673","0.21010218592312","2.25538886346983","0.879457250601348","0.255054558459523","3.44811422274939","0.0603221930505373","0.397097411625343","0.151907797141349","-0.284301632733076","0.15977660040121","-1.77936964498665","0.0768720143881254","0.227070764866524","0.338537699616735","0.294861136539544","0.259057159841626","1.13820879036814","-0.210133204844817","0.299865307410716","-0.700758639468099","-0.343464714984153","0.450677343827499","-0.762107791057759"
"17","BldMt","0.771360691062513","5.87188252582714","0.318885628274867","8.51037214494197","0.203043917260991","-0.0067905532572302","0.00186677058280882","-3.63759388527156","1.44271495132898","0.0743729511640325","19.398382459599","0.414508878775783","0.111477713458481","3.71831163302576","0.104907452565319","0.121821154186596","0.861159568432833","0.843056446227916","0.147885375659352","5.70074250052866","0.224939240199401","0.230244463169984","0.976958303806566","-0.234187740843919","0.092641443911527","-2.52789389884261","0.0219463835817525","0.131659851783717","0.16669002193474","0.167435042581419","0.150206158367891","1.11470158348188","-0.197702084802951","0.173867481143955","-1.13708488500654","-0.0330508392295875","0.261311104163879","-0.126480806605371"
"18","Cnstr","0.649027680766688","8.39348225423989","0.135841978223082","11.196969208122","0.0824763128636928","-0.0070955845670657","0.00254861793214383","-2.78409112545837","1.40553169165568","0.101538045836306","13.8424142406837","0.608595195537512","0.15219550927741","3.99877235817919","0.0598587243930424","0.166316943781738","0.359907553806404","0.860161600722857","0.20190125330781","4.26030837664734","0.245907896157089","0.314342411979152","0.782293088001751","-0.238887688397409","0.126479197490544","-1.88875082335393","-0.0772866736603721","0.179749275186508","-0.429969320211052","0.287048401639824","0.205069713579287","1.39976009440732","-0.564328812132371","0.237373453567831","-2.37738805098149","-0.347439805055992","0.356756299929637","-0.973885549111586"
"19","Steel","0.649256655365331","10.4878976359297","0.0625338904391344","2.9848287039306","0.810748569160017","-0.00406657509071993","0.00311673481495271","-1.30475492210961","1.40949508187254","0.124172069304275","11.3511443416367","0.367890148298262","0.186121676561128","1.97661097350709","0.239763487761978","0.203390944740407","1.17883069016664","-0.0479349351367357","0.246907414968124","-0.194141334892369","-0.356166583870335","0.384413029067686","-0.926520583171031","0.0620341583736566","0.15467289671562","0.401066765353934","0.208005581022007","0.219817500642419","0.946264880703808","0.204014310837547","0.250782162262867","0.813512049647699","-0.0179053908931606","0.290286785457126","-0.0616817292077705","0.493606533418397","0.436281470996753","1.13139467575984"
"20","FabPr","0.520640128610585","19.2657045979378","0.0017149160968991","7.91073850907316","0.244716064754458","-0.00663216643068036","0.00337945601877963","-1.96249526368309","1.16078214464898","0.134638996221762","8.62144086945712","0.87364969484211","0.201810566963299","4.32905822518695","0.134248823878734","0.22053552617651","0.608740125485656","0.934560547585867","0.267720162008074","3.49081122832161","-0.550951365789235","0.416816637253693","-1.32180752049468","-0.207942182829431","0.16771085215205","-1.23988507697109","0.178202636693913","0.238346737751055","0.747661320542343","0.23395878633648","0.27192152620616","0.860390825252658","-0.753718257996543","0.314756141452528","-2.39461017192009","0.213857188474699","0.473057263636456","0.452074632214184"
"21","Mach","0.748021229210774","1.80616486921899","0.875262648244349","8.14768698957148","0.227481873380927","-0.00233991309601122","0.00203730537055192","-1.14853331750523","1.32618179236224","0.0811671312081077","16.3389018759575","0.382347061346863","0.121661518783999","3.14271155882652","-0.0188849191788221","0.132949862161291","-0.142045421272505","0.145974944401336","0.161395124195474","0.904456966274508","0.244510449575503","0.251277947957729","0.973067678890136","-0.100870507770005","0.101104502585773","-0.997685614292306","0.0624729863254535","0.143687352690894","0.434784169625895","0.180433954405574","0.163927916987225","1.10069082631993","-0.0859975457591692","0.189750768713067","-0.453213161361212","-0.228055343702907","0.285182614725424","-0.79968178958763"
"22","ElcEq","0.732447713825966","8.34756422667114","0.138092421278063","9.31484329386481","0.15663034365323","-0.0005319893786487","0.00204074081229336","-0.260684441377372","1.34332229120257","0.0813040006998471","16.5222163686848","-0.117495860209477","0.121866672643602","-0.964134473032619","0.0162814757015738","0.133174051186947","0.122257118083148","0.208111446970037","0.161667279540736","1.28728242079189","-0.0518721120405089","0.251701669783428","-0.206085689002942","-0.0759194029922529","0.101274991817996","-0.749636229333786","0.330407130529889","0.143929647997374","2.29561549775982","-0.00401661750324974","0.164204343298541","-0.0244610917261008","0.000109411122449459","0.190070739258833","0.000575633697622788","0.248633890343811","0.285663508887253","0.870373297983757"
"23","Autos","0.569134915932911","23.3105304461429","0.000294405080661829","10.92769528993","0.0906369676463339","-0.00974594808416174","0.00345079153483528","-2.82426451606181","1.88916905389601","0.137481034177966","13.741306684168","0.3812544631027","0.206070501360968","1.85011663767861","-0.240601434885323","0.225190717864457","-1.06843406853981","0.968269678769076","0.273371354332881","3.54195735369562","0.687948555239186","0.425615044380119","1.61636334129387","-0.619381246303861","0.171250990008532","-3.61680388693229","-0.123550660925593","0.243377898814601","-0.507649468285164","0.564638857058713","0.277661403361171","2.03355183768287","-0.860143608531521","0.321400196489028","-2.67623858954575","-0.241756602075134","0.483042830496287","-0.500486886073331"
"24","Aero","0.570538863641952","7.47032710953671","0.187944393666654","8.5860651649014","0.198230322797691","-0.00258129521580422","0.00259875418343432","-0.993281793352602","1.27016793598449","0.10353549587281","12.267946613641","0.0828906813611655","0.155189489741167","0.534125613141812","0.504555562257372","0.169588720214816","2.97517170728252","0.34177348417745","0.20587304203457","1.66011771526677","0.358333540058452","0.320526136090749","1.11795420001881","-0.198510629007664","0.128967288290043","-1.53923240257033","-0.00834664864420281","0.183285291596176","-0.0455391077566256","-0.316528421997255","0.20910383205676","-1.51373802614643","-0.111364897535644","0.242043049181858","-0.46010367953996","-0.138648684714937","0.363774387371129","-0.381139215756511"
"25","Ships","0.537602623890308","7.26486890246551","0.201675122847307","1.59963555151453","0.95260360150919","-0.00505550211827992","0.0030791877704584","-1.64182976003679","1.31050172762724","0.122676178736764","10.6826096241495","0.486636381329319","0.18387948423932","2.64649633613263","0.0127217390754467","0.200940710984468","0.0633109090393838","1.05478185506813","0.243932941923029","4.32406483008332","0.557765718623318","0.379782037352461","1.46864691787852","-0.0305139795355757","0.152809565222936","-0.199686318661129","-0.0815949953125474","0.2171693775369","-0.37572053775714","0.428553720414813","0.247761010460125","1.72970605673158","-0.501757595629188","0.286789724752","-1.74956615360987","-0.216773701621753","0.431025624485535","-0.502925323478135"
"26","Guns","0.258150201789126","10.477865794169","0.0627735318555191","8.01271055162678","0.237173576794165","0.000668456320963402","0.00317460479282732","0.210563633770638","0.867642890955252","0.126477634368331","6.86004996289292","0.0791164073367614","0.189577491041366","0.417330174073767","-0.0199181798817086","0.207167406380824","-0.0961453359371315","0.51715772466314","0.251491868728107","2.05635962418431","0.810211919651389","0.391550618502671","2.06923927932925","-0.27923180938191","0.157544785933718","-1.7723963870146","0.104260365615138","0.223898962381672","0.465658100895569","0.518950609378377","0.255438560398464","2.03160638146744","0.251131109294593","0.295676685737092","0.849343629067502","-1.00366908262325","0.444382127797118","-2.25857211584682"
"27","Gold","0.0357918522995853","12.1413993565494","0.0329008186110618","3.8641756150728","0.695051063026487","-0.00999302868911996","0.00665523098927035","-1.50152995519327","1.1365371779733","0.265147294428439","4.28643701767073","0.299118414359934","0.397429625286668","0.752632404149989","-1.02092389855555","0.434305065634487","-2.350706863306","0.775890800547392","0.527226721918407","1.47164543884304","2.34757690827553","0.820845421771747","2.85995005394368","-0.979189045389037","0.330276368231097","-2.96475660863477","-0.0208195726373234","0.469381044303435","-0.0443553758508075","0.95054341848487","0.535500553284441","1.77505590359301","-0.636543129432413","0.619855626176926","-1.02692159682152","-2.32566150664579","0.931601223142911","-2.49641310989244"
"28","Mines","0.435945978918142","13.2982337240964","0.0207386600298725","2.33983878685918","0.885944038312054","-0.00522586631922839","0.00371586697165108","-1.40636528678161","1.47708927250583","0.148041754760686","9.97751799749732","0.151576370815593","0.221899979210234","0.683084204672166","-0.0841521430152822","0.242488931130079","-0.347034986805811","0.518646243740723","0.294370603470709","1.76188191900191","0.975219673224242","0.458309019853726","2.12786489241581","-0.35793503158275","0.184405777982074","-1.94101852718273","0.355221063435349","0.262073175590476","1.35542702008705","0.502470987056567","0.298990196201844","1.68056007668344","-0.351926834676142","0.346088821292056","-1.01686854074712","-0.984088425222308","0.52014816937346","-1.89193864972683"
"29","Coal","0.193879201977973","5.49280609115536","0.358735363962788","11.0837734312486","0.0858215642214076","-0.0082776852979287","0.00696660943523834","-1.18819425358607","1.52146192498632","0.277552747015262","5.48170371703313","0.41782807459289","0.416024174341827","1.0043360467067","0.143074654951202","0.454624906768675","0.314709231326832","0.140311348480911","0.551894090730763","0.25423600440281","1.73561724556597","0.859250335473961","2.01992035837682","-0.486368233941088","0.345729016297791","-1.40679032136012","0.275389288469041","0.491341986061531","0.56048393233497","0.0441802791041692","0.560555030035967","0.0788152397835668","-0.383811640506192","0.648856825671678","-0.591519770342064","-1.58782906525142","0.975188071081291","-1.62822855645766"
"30","Oil","0.463242174950346","14.3328694686106","0.0136276709846855","6.93487288087945","0.326912168556304","-0.00493617777210027","0.00289979499732276","-1.70225059932085","1.24956690838423","0.115529092705699","10.8160367152489","-0.169110725823951","0.173166707669825","-0.976577588726766","0.548537457565622","0.189233951258677","2.89872643844861","-0.0155275217014232","0.229721464685254","-0.0675928203866267","0.902183684016747","0.357656022978996","2.52248983954544","-0.469963865394939","0.143906915007839","-3.26574901122255","0.437250380021976","0.20451713942065","2.13796448190409","-0.113125606779155","0.233326510827544","-0.484838205388365","0.111816578508054","0.270081421178032","0.41401062694478","-0.853425899356272","0.405914170481069","-2.10247870466023"
"31","Util","0.314695272283988","10.5176512102783","0.0618281624347466","16.8816047279366","0.00972835609808698","-0.000981976713411119","0.00202051541683926","-0.48600307883186","0.674113297372188","0.0804982121566625","8.3742642142195","-0.258156517319825","0.12065887514573","-2.1395568043215","-0.0925806439650708","0.13185418840317","-0.70214412667717","0.122114824053775","0.160065025770436","0.762907596247232","1.14726419881232","0.249207102233663","4.60365771492586","-0.12236046145919","0.100271274566501","-1.22029426661012","0.138340617706331","0.14250318853188","0.970789630264185","0.205206052739937","0.162576945170131","1.26220881149659","0.0820597671459631","0.188186984181948","0.436054424819433","-0.8277785724682","0.282832351986168","-2.92674641587213"
"32","Telcm","0.664941923433724","16.4716358146626","0.00561892352731177","6.31568466239839","0.388771548337079","0.000480620237867913","0.00177512498267587","0.270752900532904","0.877787648482656","0.070721750633097","12.4118484147345","-0.295554944443194","0.106004924222656","-2.78812467072192","0.239230885973824","0.115840573130127","2.06517353557193","-0.251442366816248","0.140625220540133","-1.78803180432695","-0.333954837701515","0.218941043136039","-1.52531856484311","0.0515767808003533","0.0880933859966224","0.585478469431643","0.101542515363224","0.12519625832384","0.811066694186402","-0.427917129685109","0.142832068774848","-2.99594575192811","0.0718383831641874","0.165331783292392","0.434510423426209","0.825768164420968","0.248482525664175","3.32324441009988"
"33","PerSv","0.558506062120968","30.2549088907786","1.31388244898366e-05","6.18145580710728","0.403173497767943","-0.00376743646134777","0.00236841285286507","-1.59070090199448","0.893362247209487","0.0943585971755372","9.46773557418988","0.149002999320395","0.141434224320062","1.05351445194202","0.221720280930678","0.154557174825558","1.43455184905473","0.521139651810057","0.187625425260014","2.77755347436444","-0.111525434743512","0.292116209080339","-0.381784479179106","0.123688181535588","0.117536235297805","1.05234084809842","0.500767052867726","0.167039746631148","2.99789159746216","-0.182516178953377","0.190569853271805","-0.957738990820641","-0.0784349138989256","0.220589493336144","-0.355569581817765","0.161875901326325","0.331531139068456","0.488267562984184"
"34","BusSv","0.862509522983349","16.6598127820361","0.00519227179635176","23.1660498791382","0.000742729382696261","-0.00214488226677929","0.00115476972641962","-1.85741123767552","1.13699649532208","0.0460065276684858","24.7138080820849","0.273185922148665","0.0689592443001971","3.96155620498707","-0.118569300599917","0.0753576160818387","-1.57342159644687","0.244081840213571","0.0914807402496452","2.66812270591041","0.159751132075994","0.142427429590401","1.12163178494068","-0.173503978597066","0.0573072748338826","-3.02760825916088","0.00710840083445737","0.0814437576983722","0.087279873072451","-0.000263930909266851","0.0929163583368912","-0.00284052145382091","-0.2006204580533","0.107553068107477","-1.86531599315066","-0.338778385593241","0.161645011467718","-2.09581713977544"
"35","Hardw","0.66875647093697","13.0013726857333","0.0233659079490455","16.9493358827184","0.00947125705277552","0.0081861974721124","0.00278806733145846","2.93615486962796","0.869311251824826","0.111077813950013","7.82614656258931","0.134752371852363","0.166494680139873","0.80934941428253","0.00901511012638844","0.181942860786443","0.0495491281571636","-0.626313620451484","0.22087041036179","-2.83566105312871","-1.2826832174559","0.343875713451376","-3.73007795340357","0.460658772321601","0.138362252805717","3.32936738872299","-0.09760507795997","0.19663719527363","-0.496371390082879","-0.380610012671857","0.224336555860696","-1.69660272803778","0.207046272267743","0.259675317708858","0.797327501491221","1.253037773549","0.390274498417712","3.21065757211703"
"36","Softw","0.807843800361996","17.3944457546691","0.00380939920461862","26.3753434629813","0.00018950096208592","0.00982749198601278","0.00190029659237785","5.17155691665773","0.904465672707518","0.0757086419529083","11.9466635429824","0.0326212082985644","0.113479782123244","0.287462732904584","-0.0105241782061142","0.124008984452715","-0.0848662558810577","-0.416078114160896","0.150541302726734","-2.76388012209625","-1.23944053223806","0.234379506943729","-5.28817791452917","0.255870050199869","0.0943052251836709","2.71321180455834","-0.0438235757315413","0.134024378786342","-0.326982121673576","-0.537579758632679","0.15290376521318","-3.51580458390399","0.0684761893761944","0.176990030261803","0.386892918628832","0.592826250990807","0.266004085004358","2.22863589099053"
"37","Chips","0.720116848349395","15.5828122026276","0.00814181744903536","10.959168919488","0.0896465933543151","0.00898824461095491","0.00259315637719979","3.46614060377678","1.06757193355152","0.10331247684008","10.3334269606568","0.0500806443620848","0.154855206222262","0.323403039418672","-0.130700208340769","0.16922342025633","-0.77235295293519","-0.812691556167275","0.205429584394147","-3.95605899979822","-0.599082934158659","0.319835711727269","-1.8730958182353","0.325019363489347","0.1286894882984","2.52560926138508","0.0379941944931252","0.182890488750053","0.207742867071944","-0.413424017518986","0.208653415183086","-1.98139108893196","0.43632923915363","0.241521680097251","1.80658415003546","0.693276437766795","0.362990804781221","1.90990082568246"
"38","LabEq","0.776132884032195","8.26883718922503","0.142028641033535","14.1798685676785","0.0276902123107448","0.00225419233444288","0.00181587625788294","1.24137992589372","1.1482083902559","0.0723452991444983","15.871223200868","0.176213153288752","0.108438463202987","1.62500599956767","-0.58913078742345","0.118499907611835","-4.97157170242902","-0.262528732678505","0.143853532416318","-1.82497244432439","0.556324213871527","0.223967239482793","2.48395352443618","-0.0278886922344126","0.0901157325083925","-0.309476397274087","0.162452832102666","0.128070369852685","1.26846539359205","0.26520671305009","0.146111042931509","1.81510382602913","-0.00895911622143212","0.1691272799854","-0.0529726264278921","-0.291267650473518","0.254186901348316","-1.14587985820084"
"39","Paper","0.657165379625994","9.83255370116268","0.0801211974087483","6.42640338826744","0.377155339075874","-0.00596384823236948","0.00181792439553139","-3.28058100052407","1.07114576088116","0.0724268978383648","14.7893364599384","0.0690060721902523","0.108560771591602","0.635644636442417","-0.0828030631152179","0.118633564363535","-0.697973322806691","0.696610207860209","0.144015785672466","4.83704063834018","0.580750138669345","0.22421985346638","2.59009240123521","-0.0471639521950827","0.0902173745799087","-0.522781253773994","0.133943825520371","0.128214821185758","1.04468285555156","0.225522981051434","0.146275842447216","1.54176504662972","-0.266738831726506","0.169318039651988","-1.57537160408161","-0.245301233456693","0.254473600268539","-0.963955527008824"
"40","Boxes","0.535236286248196","18.3449776619033","0.00254372368337248","12.2858213393365","0.0558879187557226","-0.000308842251644398","0.00245093048429717","-0.126010204541955","1.09047075749322","0.0976461354671667","11.167577214153","-0.426023477170769","0.146361919751292","-2.91075354774451","0.126776588739261","0.15994208564126","0.792640587566254","0.0331784207402461","0.194162463627361","0.170879685601448","0.119022018916967","0.302293800224162","0.393729606193405","-0.137438607259905","0.121631303322997","-1.12996082015935","0.755376548689317","0.172859561462142","4.36988583275304","0.140197641680266","0.197209478156179","0.710907219019347","0.344589037997709","0.228275029448181","1.50953452434416","-0.322988668892635","0.343081981781044","-0.941432911212361"
"41","Trans","0.697026604803797","6.59899652102683","0.252211615048131","4.075140489093","0.666508441742191","-0.00115557488713001","0.00180479412337686","-0.640280723525333","0.964566325051771","0.0719037820903924","13.4146813562489","0.122751409692457","0.10777667271499","1.13894228315127","0.338633871259222","0.117776713005699","2.87521924001086","0.495346070304962","0.142975606848157","3.46454952159098","-0.310749370087265","0.222600386944176","-1.39599654049656","0.116731772240907","0.0895657640485727","1.30330794897928","0.140816643381909","0.127288767549781","1.10627705878948","-0.0671232988244009","0.145219339973469","-0.462220106747931","-0.0618715586864471","0.16809511093902","-0.368074706877658","0.308215357851357","0.252635620847679","1.21999960582435"
